# Raiz final encontrada: 6.999999999922641
Iteracao,Raiz_Aproximada,Erro_Relativo
0,4.19565217749227,3.2111962020062
1,5.392795053483217,1.0750487587597015
2,6.297024940831266,0.3017494878934406
3,6.737870578465732,0.08800564948882873
4,6.937853641666267,0.018471834818793546
5,6.992991197904519,0.002011546574798547
6,6.999789493057483,6.015298009245355e-05
7,6.999999264952518,2.100136655583056e-07
8,6.999999999922641,2.2102446848505432e-11
