# Raiz final encontrada: 2.9999999983882875
Iteracao,Raiz_Aproximada,Erro_Relativo
0,1.6363535084357628,110.71031632588526
1,2.1128188978253073,40.805994997851236
2,2.545475213430237,12.60148636835809
3,2.8018198392500135,4.045838303251289
4,2.941921077060271,0.9988608171327189
5,2.990949345583512,0.1464566917809949
6,2.9995381676934945,0.007393583736559266
7,2.9999961917803892,6.0931803823609925e-05
8,2.9999999983882875,2.5787400711235202e-08
