# Raiz final encontrada: 4.999999999949595
Iteracao,Raiz_Aproximada,Erro_Relativo
0,2.5416333077152977,27.85045255860654
1,3.362469605070647,9.986804034677396
2,4.103330185144275,3.0995303873131834
3,4.5549930655531465,1.0617728009329384
4,4.832130821259899,0.3138914105272321
5,4.958758198567148,0.06860787767471051
6,4.99537348916918,0.007435002275710062
7,4.999860629619453,0.00022302213469572858
8,4.999999517742058,7.716130601286957e-07
9,4.999999999949595,8.064802153311395e-11
